구분,과목코드,분반,과목명,시수,부문,강의실
전공선택,34100005,1,단위동물영양학,3-3-0-0,,"월8,9,10(동물생명1호관 103)"
전공선택,34100006,1,축산업분석방법론,3-3-0-0,,"목2,3,4(동물생명1호관 103)"
전공선택,34100011,1,반려동물학,3-3-0-0,,"월2,3,4(동물생명1호관 103)"
전공선택,34100012,1,북한축산학,3-3-0-0,,"목5,6,7(동물생명1호관 103)"
전공선택,34100013,1,가축분뇨관리및양분순환,3-2-2-0,,"화6,7,8,9(동물생명1호관 421)"
전공선택,34100014,1,동물위생방역학,3-3-0-0,,"수2,3,4(동물생명1호관 103)"
전공선택,34100015,1,기능성사료이용학,3-3-0-0,,"월2,3,4(동물생명1호관 421)"
전공선택,34100016,1,수산양식ㆍ작물순환이용,3-3-0-0,,"목2,3,4(동물생명1호관 421)"
전공필수,34100017,1,기후변화와동물산업,3-3-0-0,,"월5,6,7(동물생명1호관 103)"
전공선택,34100021,1,캡스톤창업모듈연수,3-2-2-0,,"금1,2,3,4(동물생명1호관 421)"
전공선택,34100023,1,바이오매스와에너지,3-3-0-0,,"월5,6,7(동물생명1호관 421)"
전공선택,34100025,1,동물바이오산업과기술,3-3-0-0,,"목2,3,4(동물생명2호관 112)"
전공선택,34100026,1,축산환경컨설팅,3-3-0-0,,"화2,3,4(동물생명1호관 421)"
전공선택,34100027,1,축산전과정평가,3-3-0-0,,"금6,7,8(동물생명1호관 421)"
전공필수,34100031,1,생화학,3-3-0-0,,"화6,7,8(동물생명2호관 325)"
전공선택,34100035,1,글로컬동물산업실무,3-2-2-0,,"목8,9,10,11(동물생명1호관 103)"
전공선택,34100037,1,축산대기환경제어및실습,3-2-2-0,,"월8,9,10,11(동물생명1호관 421)"
전공선택,34200002,1,부산물소재학,3-3-0-0,,"화1,2,3(동물생명2호관 106)"
전공필수,34200003,1,동물성식품미생물학,3-3-0-0,,"월A4,목A4(동물생명1호관 107)"
전공필수,34200004,1,동물분자유전학,3-3-0-0,,"수1,2,3(동물생명1호관 107)"
전공선택,34200005,1,기초생리학,3-3-0-0,,"목1,2,3(동물생명1호관 107)"
전공선택,34200011,1,동물성식품면역학,3-3-0-0,,"월A4,목A4(동물생명2호관 106)"
전공선택,34200012,1,식품생리활성물질학,3-3-0-0,,"월A5,목A5(동물생명2호관 106)"
전공선택,34200013,1,동물면역과질병백신,3-3-0-0,,"월A2,목A2(동물생명2호관 106)"
전공선택,34200014,1,동물발생공학,3-3-0-0,,"화8,9,10(동물생명2호관 106)"
전공선택,34200023,1,동물성식품분석학,3-3-0-0,,"월A4,목A4(동물생명2호관 226)"
전공선택,34200024,1,동물성식품기계학,3-3-0-0,,"화5,6,7(동물생명2호관 226)"
전공선택,34200025,1,동물성식품위해관리,3-3-0-0,,"수1,2,3(동물생명2호관 106)"
전공선택,34200027,1,동물생명식품과학실험실습1,3-0-6-0,,"금1,2,3,5,6,7(동물생명2호관 223)"
전공선택,34200032,1,우유와프로바이오틱스개발,3-3-0-0,,"월A5,목A5(동물생명2호관 226)"
전공선택,34200037,1,생화학,3-3-0-0,,"월1,2,3(동물생명1호관 107)"
전공선택,34200038,1,동물식품생명과학,3-3-0-0,,"수6,7,8(동물생명1호관 107)"
전공선택,34200039,1,식육및알가공학,3-3-0-0,,"화5,6,7(동물생명1호관 107)"
전공선택,34300001,1,동물생리학,3-3-0-0,,"화1,2,3(동물생명1호관 105)"
전공필수,34300002,1,초지학및실습,3-2-2-0,,"목1,2,3,4(동물생명1호관 105)"
전공선택,34300003,1,동물영양학,3-3-0-0,,"수2,3,4(동물생명1호관 105)"
전공선택,34300004,1,동물행동학,3-3-0-0,,"화6,7,8(동물생명1호관 114)"
전공선택,34300006,1,가금학,3-3-0-0,,"월1,2,3(동물생명1호관 417)"
전공선택,34300008,1,동물유전학,3-3-0-0,,"수6,7,8(동물생명1호관 104)"
전공필수,34300013,1,동물육종학,3-3-0-0,,"목6,7,8(동물생명1호관 105)"
전공선택,34300015,1,사료분석학및실습,3-2-2-0,,"화1,2,3,4(동물생명1호관 114)"
전공선택,34300016,1,양돈학,3-3-0-0,,"월2,3,4(동물생명1호관 105)"
전공선택,34300017,1,육우학,3-3-0-0,,"화6,7,8(동물생명1호관 105)"
전공선택,34300018,1,생물정보학,3-3-0-0,,"수1,2,3(동물생명2호관 112)"
전공선택,34300024,1,동물분자영양대사학,3-3-0-0,,"목6,7,8(동물생명1호관 104)"
전공선택,34300025,1,국제축산정보학,3-3-0-0,,"월5,6,7(동물생명1호관 104)"
전공선택,34300026,1,동물내분비학,3-3-0-0,,"목2,3,4(동물생명1호관 104)"
전공선택,34300027,1,벌생산및이용학,3-3-0-0,,"수6,7,8(동물생명1호관 208)"
전공선택,34300030,1,동물자원과학종합실험실습,3-0-6-0,,"화10,11,12,수10,11,12(동물생명1호관 417)"
전공선택,34300031,1,동물자원과학의이해,3-3-0-0,,"월1,2,3(동물생명1호관 114)"
전공필수,34300035,1,동물사양학,3-3-0-0,,"수6,7,8(동물생명1호관 105)"
전공선택,34300037,1,R을활용한기초통계분석,3-3-0-0,,"월6,7,8(동물생명2호관 112)"
전공필수,35100001,1,건축설계스튜디오1,6-4-0-8,,"월6,7,8,9,10,11,목6,7,8,9,10,11(공3호관 510-8)"
전공필수,35100001,2,건축설계스튜디오1,6-4-0-8,,"월6,7,8,9,12,13,14,목6,7,8,9,10(공3호관 510-9)"
전공필수,35100001,3,건축설계스튜디오1,6-4-0-8,,"월6,7,8,9,화10,11,12,목6,7,8,9,10(공3호관 510-10)"
전공필수,35100001,4,건축설계스튜디오1,6-4-0-8,,"월6,7,8,9,수10,11,12,목6,7,8,9,10(공3호관 508)"
전공필수,35100002,1,건축의이해,3-3-0-0,,"화5(공3호관 203),수6,7(공3호관 508)"
전공필수,35100004,1,건축설계스튜디오3,6-4-0-8,,"월6,7,8,9,10,11,목6,7,8,9,10,11(공3호관 510-2)"
전공필수,35100004,2,건축설계스튜디오3,6-4-0-8,,"월6,7,8,9,12,13,14,목6,7,8,9,10(공3호관 510-3)"
전공필수,35100004,3,건축설계스튜디오3,6-4-0-8,,"월6,7,8,9,화11,12,13,목6,7,8,9,10(공3호관 510-4)"
전공필수,35100004,4,건축설계스튜디오3,6-4-0-8,,"월6,7,8,9,수11,12,13,목6,7,8,9,10(공3호관 203)"
전공필수,35100005,1,한국건축의이해,3-3-0-0,,"월2,3,목4(공3호관 203)"
전공필수,35100006,1,건축설계이론,3-3-0-0,,"화2,3,4(공3호관 203)"
전공필수,35100007,1,일반구조,3-3-0-0,,"금1,2,3(공3호관 203)"
전공필수,35100012,1,근대건축사,3-3-0-0,,"월2,3,화5(공3호관 508)"
전공필수,35100013,1,환경친화건축,3-3-0-0,,"화6,7,목4(공3호관 508)"
전공필수,35100014,1,건축법규,3-3-0-0,,"금7,8,9(공3호관 508)"
전공필수,35100015,1,건축설계스튜디오5,6-4-0-8,,"월6,7,8,9,10,11,목6,7,8,9,10,11(공3호관 510-5)"
전공필수,35100015,2,건축설계스튜디오5,6-4-0-8,,"월6,7,8,9,12,13,14,목6,7,8,9,10(공3호관 510-6)"
전공필수,35100015,3,건축설계스튜디오5,6-4-0-8,,"월6,7,8,9,화11,12,13,목6,7,8,9,10(공3호관 510-7)"
전공필수,35100015,4,건축설계스튜디오5,6-4-0-8,,"월6,7,8,9,수11,12,13,목6,7,8,9,10(공3호관 512)"
전공필수,35100016,1,친환경주거계획,3-3-0-0,,"화8,목2,3(공3호관 508)"
전공선택,35100017,1,디자인과미디어,3-2-2-0,,"수6,7,8,9(공4호관 101)"
전공선택,35100025,1,조경계획및설계,3-3-0-0,,"화2,3,4(공3호관 508)"
전공선택,35100026,1,현대건축,3-3-0-0,,"금6,7,8(공3호관 203)"
전공필수,35100027,1,건축설계스튜디오7,6-4-0-8,,"월6,7,8,9,10,11,목6,7,8,9,10,11(공3호관 305-1)"
전공필수,35100027,2,건축설계스튜디오7,6-4-0-8,,"월6,7,8,9,10,11,목6,7,8,9,10,11(공3호관 305-2)"
전공필수,35100027,3,건축설계스튜디오7,6-4-0-8,,"월6,7,8,9,10,11,목6,7,8,9,10,11(공3호관 305-3)"
전공필수,35100027,4,건축설계스튜디오7,6-4-0-8,,"월6,7,8,9,12,13,14,목6,7,8,9,10(공3호관 304)"
전공필수,35100028,1,건축시공,3-3-0-0,,"화7,8,수3(공3호관 203)"
전공필수,35100029,1,빌딩통합시스템,3-3-0-0,,"화6,수5,6(공3호관 203)"
전공선택,35100035,1,동양건축사,3-3-0-0,,"월4,목2,3(공3호관 203)"
전공필수,35100036,1,건축실무,3-3-0-0,,"수7,8,9(공3호관 203)"
전공필수,35100037,1,건축설계스튜디오9,6-4-0-8,,"월5,6,7,8,9,10,목5,6,7,8,9,10(공3호관 506-1)"
전공필수,35100037,2,건축설계스튜디오9,6-4-0-8,,"월6,7,8,9,10,11,목6,7,8,9,10,11(공3호관 507)"
전공필수,35100037,3,건축설계스튜디오9,6-4-0-8,,"월6,7,8,9,10,11,목6,7,8,9,10,11(공3호관 507-1)"
전공필수,35100037,4,건축설계스튜디오9,6-4-0-8,,"월6,7,8,9,10,11,목6,7,8,9,10,11(공3호관 509)"
전공선택,35200001,1,CAD,1-0-2-0,,"화3,4(공1호관 103)"
전공선택,35200002,1,일반구조,3-3-0-0,,"월3,목2,3(공3호관 306)"
전공필수,35200003,1,정역학,3-3-0-0,,"월5,6(공3호관 403),수6(공3호관 306)"
전공선택,35200007,1,구조역학,3-3-0-0,,"목6,7,8(공3호관 306)"
전공필수,35200008,1,철근콘크리트구조및설계1,3-2-0-1,,"월2,3,수5(공3호관 403)"
전공선택,35200009,1,건설공정및설계,3-2-0-1,,"월5,6,목2(공3호관 215)"
전공선택,35200010,1,건축재료,3-3-0-0,,"금1,2,3(공3호관 403)"
전공필수,35200011,1,건축음향학,3-3-0-0,,"화2,수6,7(공3호관 403)"
전공필수,35200017,1,건축열환경,3-3-0-0,,"월7,화5,6(공3호관 215)"
전공선택,35200018,1,강구조및설계,3-2-0-1,,"목1,2,3(공3호관 403)"
전공선택,35200020,1,BIM기반건축적산,3-2-2-0,,"월5,6(공3호관 306),목4,5(공3호관 409)"
전공필수,35200021,1,건축종합설계2,3-0-0-3,,"목6,7,8(공3호관 403)"
전공필수,35200021,2,건축종합설계2,3-0-0-3,,"목6,7,8(공3호관 409)"
전공선택,35200022,1,건축환경실험,3-3-0-0,,"화7,8,수9(공3호관 403)"
전공선택,35200023,1,건물유지및품질관리,3-3-0-0,,"화2,3(공3호관 306),수8(공3호관 403)"
전공선택,35200030,1,건축CAD,1-0-2-0,,"화1,2(공1호관 103)"
전공선택,35200033,1,지속가능한건축과에너지,3-3-0-0,,"월2,화9,10(공3호관 215)"
전공선택,35200035,1,건축공학개론,3-3-0-0,,"월7(공3호관 306),수7,8(공3호관 215)"
전공선택,35200036,1,건축공학수학1,3-3-0-0,,"목5,6,7(공3호관 215)"
전공선택,35200038,1,건설관리,3-3-0-0,,"월1,수1,2(공3호관 403)"
전공선택,35300001,1,CAD,3-3-0-0,,"월1,2,수1(공4호관 101)"
전공선택,35300001,2,CAD,3-3-0-0,,"금5,6,7(공4호관 101)"
전공선택,35300004,1,공업수학1,3-3-0-0,,"화7,8,수1(공1호관 209)"
전공선택,35300004,2,공업수학1,3-3-0-0,,"월7,8,수3(공6호관 208)"
전공필수,35300005,1,고체역학,3-3-0-0,,"월9,수7,8(공1호관 209)"
전공필수,35300005,2,고체역학,3-3-0-0,,"월1,2,화1(공6호관 310)"
전공선택,35300007,1,기계재료,3-3-0-0,,"월3,수2,3(공1호관 208)"
전공선택,35300008,1,전기전자공학개론,3-3-0-0,,"월7,8,화6(공1호관 209)"
전공선택,35300008,2,전기전자공학개론,3-3-0-0,,"화6,7,수2(공6호관 310)"
전공필수,35300009,1,동역학,3-3-0-0,,"화5,수5,6(공1호관 209)"
전공필수,35300009,2,동역학,3-3-0-0,,"월3,화2,3(공6호관 310)"
전공필수,35300019,1,유체역학,3-3-0-0,,"월1,2,화1(공1호관 209)"
전공필수,35300019,2,유체역학,3-3-0-0,,"월7,8,목7(공6호관 310)"
전공선택,35300020,1,응용열역학,3-3-0-0,,"월3,화2,3(공1호관 101)"
전공선택,35300021,1,기계설계,3-3-0-0,,"월6,수2,3(공1호관 209)"
전공선택,35300021,2,기계설계,3-3-0-0,,"월1,2,목1(공6호관 208)"
전공선택,35300022,1,수치해석,3-3-0-0,,"화8,9(공1호관 208),수1(공1호관 103)"
전공선택,35300022,2,수치해석,3-3-0-0,,"화2,3(공6호관 208),수5(공1호관 103)"
전공선택,35300023,1,센서및계측공학,3-3-0-0,,월4
전공선택,35300026,1,제어공학,3-3-0-0,,월5(공1호관 209)
전공선택,35300026,2,제어공학,3-3-0-0,,"화5,목5,6(공6호관 310)"
전공선택,35300027,1,마이크로콘트롤러실습및응용,3-2-0-2,,"화6,7,수6,7(공6호관 101)"
전공선택,35300027,2,마이크로콘트롤러실습및응용,3-2-0-2,,"화8,9,수8,9(공6호관 101)"
전공선택,35300028,1,반도체및MEMS제조기술,3-3-0-0,,"월6,목2,3(공6호관 310)"
전공선택,35300042,1,영상인식개론,3-3-0-0,,"월5,6,수5(공6호관 208)"
전공선택,35300045,1,캡스톤디자인2,3-0-0-3,,"목1,2,3(공1호관 209)"
전공선택,35300045,2,캡스톤디자인2,3-0-0-3,,"화8,9,10(공6호관 310)"
전공선택,35300052,1,전산유체역학및설계,3-3-0-0,,"월1,2(공1호관 101),화1(공4호관 107)"
전공선택,35400002,1,유기화학,3-3-0-0,,"월A2,목A2(공2호관 311)"
전공선택,35400003,1,배터리탄소소재,3-3-0-0,,"화5,6,수7(공2호관 311)"
전공필수,35400004,1,열역학,3-3-0-0,,"월A5,목A5(공2호관 311)"
전공선택,35400005,1,배터리공학실험1,3-0-6-0,,"화1,2,3,수1,2,3(공2호관 114)"
전공선택,35400006,1,재료의미세구조,3-3-0-0,,"월A6,목A6(공2호관 311)"
전공선택,35400013,1,재료상변태,3-3-0-0,,"월A6,목A6(공2호관 310)"
전공선택,35400015,1,재료결정결함,3-3-0-0,,"월A5,목A5(공2호관 310)"
전공선택,35400017,1,X-선결정학,3-3-0-0,,"화5,6,수6(공2호관 310)"
전공선택,35400018,1,박막제조공정,3-3-0-0,,"월A2,목A2(공2호관 310)"
전공선택,35400019,1,배터리공학실험3,3-0-6-0,,"화7,8,9,수7,8,9(공2호관 114)"
전공선택,35400029,1,저차원기능재료,3-3-0-0,,"월A3,목A3(공2호관 310)"
전공선택,35400030,1,벤처·융합캡스톤디자인,3-0-0-6,,"화4,5,6,수4,5,6(공2호관 114)"
전공필수,35400036,1,배터리재료공학,3-3-0-0,,"월A1,목A1(공2호관 311)"
전공필수,35500003,1,경영과학1,3-3-0-0,,"월2,3,화6(공1호관 421)"
전공선택,35500005,1,IE프로그래밍실습,3-2-2-0,,"목6,7,8,9(공4호관 101)"
전공선택,35500006,1,컴퓨터알고리즘,3-3-0-0,,"월7,8,화8(공1호관 103)"
전공선택,35500007,1,스마트팩토리작업관리,3-3-0-0,,"월1,목2,3(공1호관 421)"
전공선택,35500008,1,스마트안전공학,3-3-0-0,,"월5,6,화5(공1호관 421)"
전공선택,35500015,1,인간공학,3-3-0-0,,"월8,화8,9(공1호관 402)"
전공필수,35500016,1,생산운영관리,3-3-0-0,,"월5,수6,7(공1호관 402)"
전공선택,35500017,1,지능형알고리즘,3-3-0-0,,"월6,화2,3(공1호관 402)"
전공선택,35500018,1,최적화실험계획및설계,3-2-0-1,,"수8,목7,8(공1호관 103)"
전공선택,35500019,1,시스템분석및설계,3-2-0-1,,"월2,3,목1(공1호관 402)"
전공선택,35500020,1,품질공학,3-3-0-0,,"월7,화6,7(공4호관 108)"
전공선택,35500022,1,IoT기반스마트시스템,3-3-0-0,,"화5(공1호관 402),목5,6(공4호관 108)"
전공필수,35500031,1,산업공학종합설계,3-0-0-3,,"수1,2,3(공1호관 421)"
전공선택,35500035,1,산업인공지능설계,3-2-0-1,,"목3,4,5(공4호관 101)"
전공선택,35500037,1,스마트팩토리프로젝트설계,3-2-0-1,,"화7,8,수9(공1호관 421)"
전공선택,35600002,1,지하공간공학,3-3-0-0,,"월2,3,수2(공5호관 311)"
전공선택,35600003,1,자원순환개론,3-3-0-0,,"화6,수5,6(공5호관 311)"
전공선택,35600004,1,에너지자원공업수학1,3-3-0-0,,"화7,수7,8(공5호관 311)"
전공필수,35600012,1,자원처리및실험,3-2-2-0,,"화8,9(공5호관 311),수8,9(공5호관 104)"
전공필수,35600013,1,암반공학및실험,3-2-2-0,,"화2,3(공5호관 311),금2,3(공5호관 104)"
전공선택,35600014,1,열과에너지시스템의이해,3-3-0-0,,"수4,목5,6(공5호관 311)"
전공선택,35600016,1,환경지구화학,3-3-0-0,,"수3,목2,3(공5호관 104)"
전공선택,35600017,1,물리탐사자료분석및설계,3-1-0-2,,"월5,6(공1호관 103),화5(공5호관 311)"
전공선택,35600019,1,석유가스공학과탄소저장,3-3-0-0,,"월2,3,수2(공5호관 104)"
전공필수,35600028,1,종합설계,3-0-0-3,,"수5,6,7(공5호관 104)"
전공선택,35600029,1,미래에너지공학,3-3-0-0,,"목2,금2,3(공5호관 311)"
전공선택,35600030,1,화학야금공학,3-3-0-0,,"월A3,목A3(공5호관 104)"
전공선택,35600031,1,발파진동학및설계,3-1-0-2,,"화6,7(공1호관 103),수3(공5호관 311)"
전공선택,35600034,1,스마트굴착공학,3-3-0-0,,"월A4,목A4(공5호관 104)"
전공선택,35600043,1,지오메카닉스입문,3-3-0-0,,"월A5,목A5(공5호관 104)"
전공선택,35700001,1,응용역학1,3-3-0-0,,"화6,7,수7(공3호관 407)"
전공선택,35700002,1,유체역학1,3-3-0-0,,"월A2,목A3(공3호관 407)"
전공선택,35700002,2,유체역학1,3-3-0-0,,"월A4,목A4(공3호관 407)"
전공선택,35700003,1,위치정보시스템,3-2-2-0,,"화3,4,수2,3(공3호관 407)"
전공선택,35700003,2,위치정보시스템,3-2-2-0,,"수2,3,5,6(공3호관 407)"
전공선택,35700004,1,토목전산제도,1-0-2-0,,"금1,2(공1호관 103)"
전공선택,35700004,2,토목전산제도,1-0-2-0,,"금3,4(공1호관 103)"
전공선택,35700009,1,수리학,3-3-0-0,,"월7,8,9(공3호관 404)"
전공필수,35700010,1,토질역학및실험1,3-2-2-0,,"화7,8(공3호관 404),금1,2(공3호관 102)"
전공필수,35700010,2,토질역학및실험1,3-2-2-0,,"화7,8(공3호관 404),금3,4(공3호관 102)"
전공선택,35700011,1,상하수도시스템공학,3-3-0-0,,"월1,2,3(공3호관 404)"
전공필수,35700012,1,정정구조해석,3-3-0-0,,"화5,6,수5(공3호관 404)"
전공선택,35700013,1,토목RC공학,3-3-0-0,,"화2,3,수2(공3호관 404)"
전공선택,35700014,1,하중저항계수강구조설계,3-3-0-0,,"월5,6,수6(공3호관 404)"
전공선택,35700015,1,토목시공학,3-3-0-0,,"수1,목2,3(공3호관 404)"
전공선택,35700022,1,기초공학,3-3-0-0,,"금6,7,8(공3호관 202)"
전공선택,35700023,1,항만공학,3-3-0-0,,"화1,2,3(공3호관 202)"
전공필수,35700024,1,하천공학및설계,3-1-0-2,,"화5,6,7(공4호관 101)"
전공선택,35700025,1,프리스트레스콘크리트,3-3-0-0,,"월4,5,6(공3호관 202)"
전공필수,35700028,1,지반구조물공학,3-3-0-0,,"수2,3,목1(공3호관 202)"
전공선택,35700042,1,철도궤도공학,3-3-0-0,,"월7,8,수6(공3호관 202)"
전공선택,35700044,1,공업수학1,3-3-0-0,,"월A6,목A6(공3호관 407)"
전공선택,35800002,1,물리화학,3-3-0-0,,"월5,목7,8(공2호관 408)"
전공선택,35800002,2,물리화학,3-3-0-0,,"수8,목3,4(공4호관 110)"
전공선택,35800003,1,유기화학,3-3-0-0,,"월6,7,수8(공2호관 408)"
전공선택,35800003,2,유기화학,3-3-0-0,,"수9,목1,2(공4호관 110)"
전공필수,35800006,1,융합캡스톤디자인,3-0-0-3,,"월1,2,3(공2호관 408)"
전공필수,35810001,1,생물공학기초실험,1-0-3-0,,"화7,8,9(공2호관 306)"
전공선택,35810002,1,생물공업수학,3-3-0-0,,"화1,2,3(공2호관 408)"
전공선택,35810003,1,미생물공학,3-3-0-0,,"월A6,목A4(공2호관 408)"
전공선택,35810009,1,대사공학,3-3-0-0,,"수5,6,목7(공2호관 303)"
전공선택,35810010,1,생물화학공학,3-3-0-0,,"월6,7,8(공2호관 303)"
전공선택,35810011,1,분자생물학,3-3-0-0,,"월3,목3,4(공2호관 303)"
전공필수,35810012,1,단백질공학실험,1-0-3-0,,"월4,5,수1(공2호관 306)"
전공선택,35810013,1,나노바이오공학,3-3-0-0,,"화5,6,수7(공2호관 303)"
전공선택,35810014,1,단위조작,3-3-0-0,,"화2,3,수2(공2호관 303)"
전공선택,35810021,1,단백질공학,3-3-0-0,,"화7,8,목6(공2호관 303)"
전공선택,35810023,1,유전체학,3-3-0-0,,"월5,목1,2(공2호관 303)"
전공선택,35810029,1,바이오센서공학,3-3-0-0,,"수1,2(공2호관 408),목5(공2호관 303)"
전공선택,35810030,1,생물공학특강1,2-2-0-0,,"화5,6(공2호관 408)"
전공필수,35820001,1,화학공학양론,3-3-0-0,,"월2,3,수1(공4호관 314)"
전공필수,35820001,2,화학공학양론,3-3-0-0,,"월5,6,수2(공4호관 314)"
전공필수,35820008,1,반응공학,3-2-0-1,,"수3,4,목8(공4호관 110)"
전공선택,35820009,1,고분자화학,3-3-0-0,,"화8,9(공3호관 214),수5(공4호관 314)"
전공필수,35820011,1,화학공학실험,1-0-2-0,,"목2,3(공4호관 315)"
전공필수,35820012,1,화공열및물질전달,3-2-0-1,,"월5,6,목5(공4호관 110)"
전공필수,35820013,1,화공열역학,3-2-0-1,,"월2,3,수2(공4호관 110)"
전공선택,35820014,1,화공생화학,3-3-0-0,,"화6,7,목6(공4호관 110)"
전공선택,35820022,1,재료화학공정,3-2-0-1,,"금5,6,7(공4호관 110)"
전공선택,35820023,1,화학공정시뮬레이션,3-0-3-2,,"월5,6,7,8,9(공4호관 101)"
전공선택,35820024,1,분리공정및설계,3-2-0-1,,"수5,6,7(공4호관 110)"
전공선택,35820028,1,나노화학공정,3-2-0-1,,"화5,수8,9(공4호관 314)"
전공선택,35820029,1,에너지변환및저장소재,3-3-0-0,,"화2,3,목3(공4호관 314)"
전공선택,35820039,1,공업수학,3-3-0-0,,"월7,화6,7(공2호관 208)"
전공선택,35820041,1,지역신산업콜로퀴움,1-1-0-0,,금4(공4호관 110)
전공선택,35900001,1,환경화학,3-3-0-0,,"수1,2,3(공5호관 108)"
전공선택,35900003,1,환경유체역학,3-3-0-0,,"월5,6,수6(공5호관 201)"
전공선택,35900004,1,물질및에너지수지,3-3-0-0,,"화8,9,목2(공5호관 201)"
전공선택,35900010,1,환경미생물학,3-3-0-0,,"화9,목8,9(공5호관 108)"
전공선택,35900011,1,수질분석및실험,3-0-6-0,,"월4,5,6,7,8,9(공5호관 210)"
전공선택,35900012,1,물리화학적수처리,3-3-0-0,,"화1,2,수1(공5호관 201)"
전공선택,35900013,1,폐기물처리공학,3-3-0-0,,"수6,7,8(공5호관 108)"
전공선택,35900014,1,기후변화와온실가스관리,3-3-0-0,,"월3,화6,7(공5호관 201)"
전공선택,35900015,1,수환경관리,3-3-0-0,,"화5,목6,7(공5호관 108)"
전공선택,35900016,1,대기오염제어1,3-3-0-0,,"수2,목5,6(공5호관 201)"
전공선택,35900024,1,종합설계,3-0-0-3,,"목A5,A6(공5호관 404)"
전공선택,35900025,1,컴퓨터이용설계,3-0-0-3,,"화3,금1,2(공4호관 101)"
전공선택,35900028,1,물질및열전달공학,3-3-0-0,,"화7,8,수5(공5호관 108)"
전공선택,35900029,1,신재생에너지,3-3-0-0,,"월7,8,화3(공5호관 108)"
전공선택,35900031,1,상하수도공학설계,3-0-0-3,,"월A3,A4(공5호관 108)"
전공선택,35900042,1,위대한책에담긴환경,3-3-0-0,,"수7,8,9(공5호관 201)"
전공선택,35900046,1,지역폐기물분석및실험,3-0-6-0,,"화2(공5호관 108),목5,6,7,8,9(공5호관 210)"
전공선택,35900047,1,강원권환경현안주제,3-3-0-0,,"금6,7,8(공5호관 108)"
전공선택,35900053,1,스마트실내환경관리,3-3-0-0,,"월A1,목A1(공5호관 108)"
전공선택,35900054,1,공업수학,3-3-0-0,,"월1,2,목1(공5호관 201)"
전공선택,36100001,1,시각이미지테크닉1,2-1-2-0,,"월2,3,4(예술2호관 420)"
전공선택,36100001,2,시각이미지테크닉1,2-1-2-0,,"목6,7,8(예술2호관 420)"
전공선택,36100002,1,벡터그래픽디자인1,2-1-2-0,,"화2,3,4(예술2호관 420)"
전공선택,36100002,2,벡터그래픽디자인1,2-1-2-0,,"화6,7,8(예술2호관 420)"
전공필수,36100003,1,디자인씽킹,2-1-2-0,,"금2,3,4(예술2호관 409)"
전공필수,36100003,2,디자인씽킹,2-1-2-0,,"금6,7,8(예술2호관 409)"
전공선택,36100009,1,UI와UX디자인1,2-1-2-0,,"화2,3,4(예술2호관 311)"
전공선택,36100010,1,모션그래픽스1,2-1-2-0,,"월6,7,8(예술2호관 418)"
전공선택,36100010,2,모션그래픽스1,2-1-2-0,,"목6,7,8(예술2호관 418)"
전공선택,36100011,1,기초입체,2-1-2-0,,"월2,3,4(예술2호관 408)"
전공선택,36100012,1,컨셉드로잉,2-1-2-0,,"수6,7,8(예술2호관 311)"
전공선택,36110001,1,인포그래픽,2-1-2-0,,"화6,7,8(예술2호관 408)"
전공선택,36110002,1,캐릭터디자인1,2-1-2-0,,"월2,3,4(예술2호관 311)"
전공선택,36110002,2,캐릭터디자인1,2-1-2-0,,"수6,7,8(예술2호관 418)"
전공선택,36110006,1,광고크리에이티브디자인1,2-1-2-0,,"수6,7,8(예술2호관 316)"
전공선택,36110007,1,콘텐츠디자인1,2-1-2-0,,"목6,7,8(예술2호관 316)"
전공필수,36110008,1,아이덴티티2,2-1-2-0,,"금2,3,4(예술2호관 316)"
전공필수,36110009,1,패키지디자인종합설계2,2-1-2-0,,"화6,7,8(예술2호관 316)"
전공선택,36110010,1,편집디자인,2-1-2-0,,"목2,3,4(예술2호관 420)"
전공선택,36110011,1,무브먼트디자인기초,2-1-2-0,,"수2,3,4(예술2호관 418)"
전공선택,36110012,1,일러스트레이션기법1,2-1-2-0,,"월6,7,8(예술2호관 316)"
전공선택,36110019,1,비주얼디자인경영,2-2-0-0,,"금6,7(예술2호관 419-2)"
전공필수,36110020,1,비주얼기획제작및시현종합설계,3-2-2-0,,"화2,3,4,5(예술2호관 419-2)"
전공선택,36120001,1,제품3D모델링1,2-1-2-0,,"금6,7,8(예술2호관 418)"
전공선택,36120002,1,폼펙터스튜디오1,2-1-2-0,,"수2,3,4(예술2호관 311)"
전공필수,36120006,1,제품의미디자인,2-1-2-0,,"화6,7,8(예술2호관 315)"
전공선택,36120007,1,인간공학과디자인,2-1-2-0,,"금2,3,4(예술2호관 315)"
전공선택,36120008,1,제품디자인스튜디오1,2-1-2-0,,"수2,3,4(예술2호관 315)"
전공선택,36120009,1,공간디자인스튜디오1,2-1-2-0,,"목6,7,8(예술2호관 315)"
전공선택,36120010,1,서스테이너블디자인,2-1-2-0,,"화2,3,4(예술2호관 315)"
전공선택,36120011,1,공간3D모델링,2-1-2-0,,"목2,3,4(예술2호관 418)"
전공선택,36120017,1,인더스트리얼디자인경영,2-2-0-0,,"목7,8(예술2호관 421-2)"
전공필수,36120018,1,인더스트리얼기획제작및시현종합설계,3-2-2-0,,"목2,3,4,5(예술2호관 421-2)"
전공선택,36120019,1,공공디자인스튜디오2,2-1-2-0,,"화6,7,8(예술2호관 421-2)"
